test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant	regulation
ENSMUSG00000048000	ENSMUSG00000048000	Gigyf2	1:87326997-87450796	XH_19_20_21	XH_22_23_24	OK	35.3528	26.3688	-0.422992565326596	-0.979462	0.042	0.464204	no	-
ENSMUSG00000032328	ENSMUSG00000032328	Tmem30a	9:79768942-79793507	XH_19_20_21	XH_22_23_24	OK	16.3526	13.5505	-0.271173950302549	-0.799505	0.1524	0.771053	no	-
ENSMUSG00000000001	ENSMUSG00000000001	Gnai3	3:108107279-108146146	XH_19_20_21	XH_22_23_24	OK	45.7177	44.9419	-0.0246917068587245	-0.0838769	0.8828	0.998171	no	-
ENSMUSG00000027088	ENSMUSG00000027088	Phospho2	2:69789622-69800005	XH_19_20_21	XH_22_23_24	OK	8.18357	3.84867	-1.0883703675228	-1.26294	0.0389	0.446689	no	-
ENSMUSG00000030304	ENSMUSG00000030304	Ergic2	6:148006579-148215731	XH_19_20_21	XH_22_23_24	OK	50.5433	47.6902	-0.0838270286908382	-0.172652	0.7506	0.998171	no	-
ENSMUSG00000072214	ENSMUSG00000072214	Sept5	16:18620316-18629954	XH_19_20_21	XH_22_23_24	OK	4.28511	3.3677	-0.347568612617314	-0.451861	0.42775	0.981712	no	-
ENSMUSG00000022400	ENSMUSG00000022400	Rbx1	15:81466295-81476369	XH_19_20_21	XH_22_23_24	OK	76.6565	97.5141	0.347202710933748	0.770448	0.17635	0.804157	no	-
ENSMUSG00000090516	ENSMUSG00000090516	Rps11-ps1	9:59388257-59486618	XH_19_20_21	XH_22_23_24	OK	1.65361	1.99648	0.271839601236242	0.0577272	0.8769	0.998171	no	-
ENSMUSG00000001134	ENSMUSG00000001134	Uxt	X:20933394-20986737	XH_19_20_21	XH_22_23_24	OK	67.314	66.5633	-0.0161796289367589	-0.02146	0.9709	0.998171	no	-
ENSMUSG00000024997	ENSMUSG00000024997	Prdx3	19:60864050-60874556	XH_19_20_21	XH_22_23_24	OK	30.921	30.5119	-0.0192149569999974	-0.0572975	0.91915	0.998171	no	-
ENSMUSG00000035198	ENSMUSG00000035198	Tubg1	11:101119937-101126419	XH_19_20_21	XH_22_23_24	OK	56.1966	54.6689	-0.0397625001468108	-0.128999	0.82505	0.998171	no	-
ENSMUSG00000062773	ENSMUSG00000062773	Tex101	7:24668006-24676675	XH_19_20_21	XH_22_23_24	OK	2.90079	2.6047	-0.155328639113706	-0.260128	0.6418	0.998171	no	-
ENSMUSG00000035248	ENSMUSG00000035248	Tut7	13:59755408-59823147	XH_19_20_21	XH_22_23_24	OK	18.3536	14.0198	-0.388597302174432	-0.660785	0.16875	0.794521	no	-
ENSMUSG00000073295	ENSMUSG00000073295	Nudt11	X:6027055-6092269	XH_19_20_21	XH_22_23_24	OK	1.37721	1.48436	0.108092467895144	0.168489	0.7682	0.998171	no	-
ENSMUSG00000033728	ENSMUSG00000033728	Lrrc14	15:76710622-76723845	XH_19_20_21	XH_22_23_24	OK	3.28136	4.50216	0.456323447427426	0.617049	0.2029	0.836025	no	-
ENSMUSG00000058806	ENSMUSG00000058806	Col13a1	10:61838235-61979108	XH_19_20_21	XH_22_23_24	OK	1.02876	0.79967	-0.363429783713129	-0.545448	0.3117	0.927691	no	-
ENSMUSG00000044562	ENSMUSG00000044562	Rasip1	7:45621810-45639093	XH_19_20_21	XH_22_23_24	OK	2.97986	3.61683	0.27948123785845	0.583244	0.31465	0.929089	no	-
ENSMUSG00000079311	ENSMUSG00000079311	Gm3222	17:14709065-14710055	XH_19_20_21	XH_22_23_24	OK	1.43503	1.95693	0.447511253775844	0.599361	0.3103	0.926803	no	-
ENSMUSG00000032869	ENSMUSG00000032869	Psmf1	2:151715811-151744186	XH_19_20_21	XH_22_23_24	OK	20.8637	24.2055	0.214339865222925	0.567433	0.32475	0.935637	no	-
ENSMUSG00000038354	ENSMUSG00000038354	Ankrd35	3:96670130-96691032	XH_19_20_21	XH_22_23_24	OK	8.7755	9.14809	0.0599892313043023	0.144325	0.7832	0.998171	no	-
ENSMUSG00000085795	ENSMUSG00000085795	Zfp703	8:26977324-26981461	XH_19_20_21	XH_22_23_24	OK	1.02452	1.09162	0.0915225841910612	0.13149	0.783	0.998171	no	-
ENSMUSG00000019647	ENSMUSG00000019647	Sema6a	18:47235597-47368870	XH_19_20_21	XH_22_23_24	OK	1.80958	2.51144	0.472859919014429	0.867221	0.08555	0.628043	no	-
ENSMUSG00000081999	ENSMUSG00000081999	Gm13461	2:40595245-42653624	XH_19_20_21	XH_22_23_24	OK	11.3117	18.6004	0.717517882954012	1.36198	0.02175	0.336011	no	-
ENSMUSG00000029815	ENSMUSG00000029815	Malsu1	6:49073794-49214957	XH_19_20_21	XH_22_23_24	OK	10.9431	12.8818	0.235312710464244	0.19848	0.7014	0.998171	no	-
ENSMUSG00000028920	ENSMUSG00000028920	Fbxo42	4:141147912-141204062	XH_19_20_21	XH_22_23_24	OK	10.1736	9.88418	-0.0416370885185436	-0.107153	0.83205	0.998171	no	-
ENSMUSG00000001366	ENSMUSG00000001366	Fbxo9	9:78081498-78109065	XH_19_20_21	XH_22_23_24	OK	15.2579	13.5415	-0.172168856544283	-0.288317	0.6043	0.998171	no	-
ENSMUSG00000027808	ENSMUSG00000027808	Serp1	3:58519816-58557501	XH_19_20_21	XH_22_23_24	OK	20.3858	18.7205	-0.12294560569433	-0.242523	0.67535	0.998171	no	-
ENSMUSG00000067869	ENSMUSG00000067869	Tcea1-ps1	15:90882614-90883518	XH_19_20_21	XH_22_23_24	OK	4.22863	2.92533	-0.531590950712051	-0.903877	0.11395	0.700634	no	-
ENSMUSG00000022433	ENSMUSG00000022433	Csnk1e	15:79417855-79455566	XH_19_20_21	XH_22_23_24	OK	37.7821	38.4937	0.0269194574678517	0.0593699	0.91975	0.998171	no	-
ENSMUSG00000091119	ENSMUSG00000091119	Ccdc152	15:3268546-3303526	XH_19_20_21	XH_22_23_24	OK	2.95109	3.43183	0.21773016929169	0.217316	0.68695	0.998171	no	-
ENSMUSG00000019194	ENSMUSG00000019194	Scn1b	7:31116523-31127003	XH_19_20_21	XH_22_23_24	OK	6.25681	6.32795	0.0163109059597982	0.0323101	0.95355	0.998171	no	-
ENSMUSG00000114547	ENSMUSG00000114547	Gm3226	13:112519897-112595084	XH_19_20_21	XH_22_23_24	OK	1.39962	1.79131	0.355979843062258	0.456728	0.42055	0.979296	no	-
ENSMUSG00000020021	ENSMUSG00000020021	Fgd6	10:94036000-94145339	XH_19_20_21	XH_22_23_24	OK	2.86161	1.65383	-0.791016119952512	-0.811251	0.09205	0.645656	no	-
ENSMUSG00000043065	ENSMUSG00000043065	Spice1	16:44347120-44388497	XH_19_20_21	XH_22_23_24	OK	15.9834	12.8979	-0.309438142809342	-0.683094	0.2193	0.85455	no	-
ENSMUSG00000021361	ENSMUSG00000021361	Tmem14c	13:41016291-41022586	XH_19_20_21	XH_22_23_24	OK	60.6117	60.7894	0.00422347230558209	0.0127721	0.9812	0.998567	no	-
ENSMUSG00000037982	ENSMUSG00000037982	Gm9725	8:80980732-81061195	XH_19_20_21	XH_22_23_24	OK	4.43449	4.62033	0.0592277044174803	0.0694848	0.90575	0.998171	no	-
ENSMUSG00000087819	ENSMUSG00000087819	Gm25117	10:111473222-111498150	XH_19_20_21	XH_22_23_24	OK	466.938	176.46	-1.40388981163064	-0.12655	0.3814	0.965413	no	-
ENSMUSG00000037519	ENSMUSG00000037519	Ppfia1	7:144476757-144553729	XH_19_20_21	XH_22_23_24	OK	30.5083	30.4513	-0.0026979718140071	-0.00602932	0.98855	0.99892	no	-
ENSMUSG00000082416	ENSMUSG00000082416	Gm11414	4:83500498-83500761	XH_19_20_21	XH_22_23_24	OK	4.12273	0.110285	-5.224291494739	-1.65489	0.08705	0.63161	no	-
ENSMUSG00000024085	ENSMUSG00000024085	Man2a1	17:64600735-64755110	XH_19_20_21	XH_22_23_24	OK	9.90925	7.92341	-0.322654411502694	-0.688375	0.1903	0.821293	no	-
ENSMUSG00000099708	ENSMUSG00000099708	Gm29361	12:83631235-83683123	XH_19_20_21	XH_22_23_24	OK	4.42067	3.08798	-0.51760163341488	-0.275791	0.67015	0.998171	no	-
ENSMUSG00000025451	ENSMUSG00000025451	Paip1	13:119428600-119458218	XH_19_20_21	XH_22_23_24	OK	34.212	27.3654	-0.322149500539454	-0.698484	0.2176	0.852554	no	-
ENSMUSG00000041926	ENSMUSG00000041926	Rnpep	1:135248560-135284084	XH_19_20_21	XH_22_23_24	OK	16.832	13.2971	-0.340094970919784	-0.567727	0.25495	0.887033	no	-
ENSMUSG00000062203	ENSMUSG00000062203	Gspt1	16:11203365-11254325	XH_19_20_21	XH_22_23_24	OK	112.968	101.613	-0.152829176865934	-0.515684	0.3546	0.952132	no	-
ENSMUSG00000036402	ENSMUSG00000036402	Gng12	6:66894651-67021350	XH_19_20_21	XH_22_23_24	OK	14.1481	10.8155	-0.387507958723415	-0.438696	0.37905	0.963202	no	-
ENSMUSG00000101013	ENSMUSG00000101013	A630072M18Rik	5:20893027-20956398	XH_19_20_21	XH_22_23_24	OK	1.18017	0.638954	-0.885210713946797	-0.82984	0.1711	0.796578	no	-
ENSMUSG00000000308	ENSMUSG00000000308	Ckmt1	2:121357713-121387168	XH_19_20_21	XH_22_23_24	OK	6.60302	6.19722	-0.0915048311732832	-0.19069	0.7187	0.998171	no	-
ENSMUSG00000024231	ENSMUSG00000024231	Cul2	18:3382987-3436377	XH_19_20_21	XH_22_23_24	OK	42.877	39.6385	-0.11330159834785	-0.31274	0.5334	0.998171	no	-
ENSMUSG00000026196	ENSMUSG00000026196	Bard1	1:71027497-71103146	XH_19_20_21	XH_22_23_24	OK	8.56146	8.46092	-0.0170422991512755	-0.0521529	0.9219	0.998171	no	-
ENSMUSG00000048782	ENSMUSG00000048782	Insc	7:114743693-114850383	XH_19_20_21	XH_22_23_24	OK	1.82903	0.984001	-0.894347051731998	-0.688456	0.1789	0.809164	no	-
ENSMUSG00000022037	ENSMUSG00000022037	Clu	14:65968482-65981547	XH_19_20_21	XH_22_23_24	OK	16.9713	14.0774	-0.269716176798894	-0.691514	0.214	0.849838	no	-
ENSMUSG00000059436	ENSMUSG00000059436	Max	12:76937268-76962201	XH_19_20_21	XH_22_23_24	OK	49.91	46.9591	-0.0879241452632304	-0.168645	0.6547	0.998171	no	-
ENSMUSG00000036186	ENSMUSG00000036186	Fam69b	2:26580013-26636497	XH_19_20_21	XH_22_23_24	OK	5.60571	5.29494	-0.0822827751027996	-0.0827335	0.8778	0.998171	no	-
ENSMUSG00000026069	ENSMUSG00000026069	Il1rl1	1:40429569-40465415	XH_19_20_21	XH_22_23_24	OK	8.16253	7.15959	-0.189139416352084	-0.29084	0.52935	0.998171	no	-
ENSMUSG00000025261	ENSMUSG00000025261	Huwe1	X:151800806-151935417	XH_19_20_21	XH_22_23_24	OK	81.7265	83.3444	0.0282813149186501	0.028892	0.8936	0.998171	no	-
ENSMUSG00000030259	ENSMUSG00000030259	Rassf8	6:145746747-145821079	XH_19_20_21	XH_22_23_24	OK	7.17825	7.47359	0.0581692504714592	0.0948163	0.84865	0.998171	no	-
ENSMUSG00000067038	ENSMUSG00000067038	Rps12-ps3	19:59297177-59345780	XH_19_20_21	XH_22_23_24	OK	21.981	43.6443	0.989536226875064	0.473089	0.3152	0.92934	no	-
ENSMUSG00000030733	ENSMUSG00000030733	Sh2b1	7:126466993-126475424	XH_19_20_21	XH_22_23_24	OK	27.2361	29.3629	0.108474326368376	0.307281	0.54885	0.998171	no	-
ENSMUSG00000025733	ENSMUSG00000025733	Rhot2	17:25786579-25985796	XH_19_20_21	XH_22_23_24	OK	32.4133	38.147	0.23498369444649	0.196218	0.5831	0.998171	no	-
ENSMUSG00000032212	ENSMUSG00000032212	Sltm	9:70542753-70592234	XH_19_20_21	XH_22_23_24	OK	47.5524	36.127	-0.396440698871345	-1.30238	0.02245	0.340356	no	-
ENSMUSG00000055963	ENSMUSG00000055963	Triqk	4:12906837-12983553	XH_19_20_21	XH_22_23_24	OK	1.5252	0.827311	-0.882496766583625	-0.971742	0.11635	0.70705	no	-
ENSMUSG00000044551	ENSMUSG00000044551	9930012K11Rik	14:70154404-70159502	XH_19_20_21	XH_22_23_24	OK	1.57725	1.86315	0.240332477833669	0.4084	0.4568	0.987293	no	-
ENSMUSG00000039384	ENSMUSG00000039384	Dusp10	1:184013301-184075636	XH_19_20_21	XH_22_23_24	OK	2.33132	2.50766	0.105194709967373	0.204373	0.71675	0.998171	no	-
ENSMUSG00000032187	ENSMUSG00000032187	Smarca4	9:21616168-21704230	XH_19_20_21	XH_22_23_24	OK	69.8027	72.1253	0.0472225729461306	0.164217	0.7746	0.998171	no	-
ENSMUSG00000103651	ENSMUSG00000103651	Gm37206	19:4711166-4811634	XH_19_20_21	XH_22_23_24	OK	5.17535	3.67017	-0.495809543533733	-0.385764	0.51055	0.998171	no	-
ENSMUSG00000069682	ENSMUSG00000069682	Gm10275	10:29698745-29699380	XH_19_20_21	XH_22_23_24	OK	336.55	399.215	0.246345072466456	0.771818	0.16885	0.794521	no	-
ENSMUSG00000034663	ENSMUSG00000034663	Bmp2k	5:96997688-97111596	XH_19_20_21	XH_22_23_24	OK	1.55413	1.35428	-0.198581137739884	-0.31044	0.587	0.998171	no	-
ENSMUSG00000032579	ENSMUSG00000032579	Hemk1	9:107327083-107338350	XH_19_20_21	XH_22_23_24	OK	5.23117	4.55404	-0.199986691462335	-0.296105	0.57015	0.998171	no	-
ENSMUSG00000038122	ENSMUSG00000038122	Tbc1d32	10:56014292-56228689	XH_19_20_21	XH_22_23_24	OK	1.57268	1.65398	0.072716640265487	0.147681	0.78825	0.998171	no	-
ENSMUSG00000027995	ENSMUSG00000027995	Tlr2	3:83836271-83841767	XH_19_20_21	XH_22_23_24	OK	1.44547	1.4106	-0.0352297218938248	-0.0679068	0.9027	0.998171	no	-
ENSMUSG00000024947	ENSMUSG00000024947	Men1	19:6334978-6340891	XH_19_20_21	XH_22_23_24	OK	26.9759	28.2403	0.0660843212942355	0.133265	0.76055	0.998171	no	-
ENSMUSG00000032291	ENSMUSG00000032291	Crabp1	9:54764747-54773110	XH_19_20_21	XH_22_23_24	OK	54.9717	61.8878	0.170965942228358	0.491364	0.39185	0.969097	no	-
ENSMUSG00000027331	ENSMUSG00000027331	Knstrn	2:118814002-118853957	XH_19_20_21	XH_22_23_24	OK	35.804	30.4613	-0.233143260279398	-0.583917	0.31285	0.928003	no	-
ENSMUSG00000027715	ENSMUSG00000027715	Ccna2	3:36552605-36572150	XH_19_20_21	XH_22_23_24	OK	88.9514	84.254	-0.07827213157417	-0.204523	0.71815	0.998171	no	-
ENSMUSG00000057278	ENSMUSG00000057278	Snrpg	6:86371303-86379328	XH_19_20_21	XH_22_23_24	OK	145.876	340.748	1.22396264340408	2.45448	5e-05	0.00468291	yes	up
ENSMUSG00000026797	ENSMUSG00000026797	Stxbp1	2:32787601-32848168	XH_19_20_21	XH_22_23_24	OK	6.60539	6.31824	-0.0641210053098618	-0.132604	0.7963	0.998171	no	-
ENSMUSG00000023967	ENSMUSG00000023967	Mrps18a	17:46110985-46144216	XH_19_20_21	XH_22_23_24	OK	59.5832	63.2473	0.0860982854463468	0.249864	0.65875	0.998171	no	-
ENSMUSG00000037313	ENSMUSG00000037313	Tacc3	5:33634951-33678995	XH_19_20_21	XH_22_23_24	OK	76.4373	64.3362	-0.248646092678987	-0.384365	0.45645	0.987064	no	-
ENSMUSG00000081788	ENSMUSG00000081788	Gm5898	7:63444750-63759028	XH_19_20_21	XH_22_23_24	OK	1.99085	1.33768	-0.573651490185428	-0.93301	0.1115	0.694294	no	-
ENSMUSG00000061374	ENSMUSG00000061374	Fiz1	7:5007058-5062049	XH_19_20_21	XH_22_23_24	OK	31.5956	34.8804	0.142692921860193	0.315607	0.56415	0.998171	no	-
ENSMUSG00000037260	ENSMUSG00000037260	Hgsnat	8:25944452-25976753	XH_19_20_21	XH_22_23_24	OK	11.6449	9.20647	-0.338978249872639	-0.702168	0.1882	0.819086	no	-
ENSMUSG00000027286	ENSMUSG00000027286	Lrrc57	2:120604237-120621560	XH_19_20_21	XH_22_23_24	OK	12.0619	10.9228	-0.143114448953722	-0.213081	0.6903	0.998171	no	-
ENSMUSG00000003458	ENSMUSG00000003458	Ncstn	1:172066012-172122330	XH_19_20_21	XH_22_23_24	OK	33.2822	32.952	-0.0143847694735112	-0.0185159	0.9717	0.998171	no	-
ENSMUSG00000031179	ENSMUSG00000031179	3830417A13Rik	X:64173547-64178778	XH_19_20_21	XH_22_23_24	OK	2.89993	2.07705	-0.481482130121008	-0.824065	0.12245	0.720649	no	-
ENSMUSG00000113964	ENSMUSG00000113964	Gm48667	12:20191899-20309078	XH_19_20_21	XH_22_23_24	OK	274.443	85.7371	-1.6785150172042	-1.26013	0.05885	0.53549	no	-
ENSMUSG00000022658	ENSMUSG00000022658	Tagln3	16:45711229-45724608	XH_19_20_21	XH_22_23_24	OK	4.40466	3.6719	-0.262503891270631	-0.507992	0.3737	0.962305	no	-
ENSMUSG00000036941	ENSMUSG00000036941	Elac1	18:73735037-73754479	XH_19_20_21	XH_22_23_24	OK	1.51407	1.30625	-0.213000869793481	-0.46067	0.4144	0.977213	no	-
ENSMUSG00000058550	ENSMUSG00000058550	Dppa4	16:48283732-48294237	XH_19_20_21	XH_22_23_24	OK	90.9853	100.098	0.137707767948957	0.440551	0.4203	0.979041	no	-
ENSMUSG00000037936	ENSMUSG00000037936	Scarb1	5:125277086-125341094	XH_19_20_21	XH_22_23_24	OK	24.4319	25.795	0.0783253841956791	0.173671	0.74545	0.998171	no	-
ENSMUSG00000033184	ENSMUSG00000033184	Tmed7	18:46557290-46597535	XH_19_20_21	XH_22_23_24	OK	24.5722	27.919	0.184220237203481	0.344946	0.52835	0.998171	no	-
ENSMUSG00000030788	ENSMUSG00000030788	Rnf141	7:110766676-110844457	XH_19_20_21	XH_22_23_24	OK	13.2018	11.6731	-0.17754690197359	-0.194699	0.6922	0.998171	no	-
ENSMUSG00000029752	ENSMUSG00000029752	Asns	6:7675168-7693254	XH_19_20_21	XH_22_23_24	OK	172.882	169.951	-0.0246688165530999	-0.0452059	0.93335	0.998171	no	-
ENSMUSG00000039656	ENSMUSG00000039656	Rxrb	17:34031811-34038399	XH_19_20_21	XH_22_23_24	OK	25.5774	28.0998	0.135690243627049	0.344452	0.50555	0.998171	no	-
ENSMUSG00000117256	ENSMUSG00000117256	AC154779.4	17:63570902-63571248	XH_19_20_21	XH_22_23_24	OK	2.37536	0.954242	-1.31571908746645	-1.00274	0.10275	0.673939	no	-
ENSMUSG00000036106	ENSMUSG00000036106	Prr5	15:84669619-84703673	XH_19_20_21	XH_22_23_24	OK	9.27724	9.28187	0.000719827424686564	0.00177397	0.99795	0.999659	no	-
ENSMUSG00000052125	ENSMUSG00000052125	F730043M19Rik	12:33111710-33147597	XH_19_20_21	XH_22_23_24	OK	0.905707	0.499277	-0.859203959746591	-0.636556	0.2061	0.841474	no	-
ENSMUSG00000022240	ENSMUSG00000022240	Ctnnd2	15:30172592-31029341	XH_19_20_21	XH_22_23_24	OK	0.82069	0.366616	-1.16256762443716	-0.752003	0.0173	0.300575	no	-
ENSMUSG00000050700	ENSMUSG00000050700	Emilin3	2:160906436-160912328	XH_19_20_21	XH_22_23_24	OK	1.25203	1.17451	-0.0922101344458589	-0.173467	0.7629	0.998171	no	-
ENSMUSG00000086007	ENSMUSG00000086007	1700057H21Rik	2:51420983-51438785	XH_19_20_21	XH_22_23_24	OK	0.820544	1.07478	0.389388777873689	0.319685	0.7209	0.998171	no	-
ENSMUSG00000033458	ENSMUSG00000033458	Fan1	7:64346757-64374095	XH_19_20_21	XH_22_23_24	OK	2.2895	2.49482	0.123903164589068	0.271564	0.6409	0.998171	no	-
ENSMUSG00000031958	ENSMUSG00000031958	Ldhd	8:111536096-111630374	XH_19_20_21	XH_22_23_24	OK	0.787452	0.735945	-0.0975940329596458	-0.0663493	0.91255	0.998171	no	-
ENSMUSG00000020423	ENSMUSG00000020423	Btg2	1:134075169-134079120	XH_19_20_21	XH_22_23_24	OK	14.6233	15.3667	0.0715384623567417	0.21084	0.7118	0.998171	no	-
ENSMUSG00000045867	ENSMUSG00000045867	Cradd	10:95174745-95324358	XH_19_20_21	XH_22_23_24	OK	9.45247	8.12472	-0.218373270751178	-0.442984	0.44045	0.982799	no	-
ENSMUSG00000038260	ENSMUSG00000038260	Trpm4	7:45302631-45333780	XH_19_20_21	XH_22_23_24	OK	10.3013	9.7382	-0.0810993780143046	-0.0539221	0.93105	0.998171	no	-
ENSMUSG00000091509	ENSMUSG00000091509	Gm17066	14:105106750-105177327	XH_19_20_21	XH_22_23_24	OK	10.6047	7.90498	-0.423870090940966	-0.264258	0.6727	0.998171	no	-
ENSMUSG00000030534	ENSMUSG00000030534	Vps33b	7:80269648-80291754	XH_19_20_21	XH_22_23_24	OK	11.0748	10.5668	-0.0677421014789632	-0.130394	0.80145	0.998171	no	-
ENSMUSG00000029090	ENSMUSG00000029090	Adgra3	5:49959955-50059006	XH_19_20_21	XH_22_23_24	OK	13.8635	13.7121	-0.0158419924831821	-0.0339452	0.9407	0.998171	no	-
ENSMUSG00000030559	ENSMUSG00000030559	Rab38	7:88430272-88491572	XH_19_20_21	XH_22_23_24	OK	1.45195	1.37276	-0.0809123521281086	-0.0996033	0.8449	0.998171	no	-
ENSMUSG00000020832	ENSMUSG00000020832	Eral1	11:78073375-78080383	XH_19_20_21	XH_22_23_24	OK	22.7126	24.7147	0.121876527961994	0.299077	0.5998	0.998171	no	-
ENSMUSG00000038080	ENSMUSG00000038080	Kdm1b	13:47022481-47106201	XH_19_20_21	XH_22_23_24	OK	5.27547	4.197	-0.329941168314162	-0.219317	0.58505	0.998171	no	-
ENSMUSG00000010057	ENSMUSG00000010057	Nprl2	9:107542225-107545706	XH_19_20_21	XH_22_23_24	OK	12.4144	13.744	0.146787405240773	0.315226	0.5541	0.998171	no	-
ENSMUSG00000031921	ENSMUSG00000031921	Terf2	8:107069399-107096547	XH_19_20_21	XH_22_23_24	OK	14.4359	13.2821	-0.12017778891613	-0.263937	0.607	0.998171	no	-
ENSMUSG00000014592	ENSMUSG00000014592	Camta1	4:150914561-151861876	XH_19_20_21	XH_22_23_24	OK	31.9054	16.3105	-0.967999612603616	-0.455837	0.4259	0.980794	no	-
ENSMUSG00000007050	ENSMUSG00000007050	Lsm2	17:34981861-34985891	XH_19_20_21	XH_22_23_24	OK	118.082	107.284	-0.138354129081994	-0.242061	0.6485	0.998171	no	-
ENSMUSG00000090077	ENSMUSG00000090077	Lime1	2:181357689-181383628	XH_19_20_21	XH_22_23_24	OK	4.86676	5.58489	0.198567234534937	0.122912	0.83415	0.998171	no	-
ENSMUSG00000102725	ENSMUSG00000102725	Gm37939	5:123973627-124032270	XH_19_20_21	XH_22_23_24	OK	1.75372	3.13574	0.838387518695741	0.246995	0.7316	0.998171	no	-
ENSMUSG00000024357	ENSMUSG00000024357	Sil1	18:35264028-35499780	XH_19_20_21	XH_22_23_24	OK	20.3856	14.9975	-0.442828388123729	-0.590262	0.2743	0.901481	no	-
ENSMUSG00000021271	ENSMUSG00000021271	Zfp839	12:110850252-110869996	XH_19_20_21	XH_22_23_24	OK	2.52402	2.45963	-0.037282033563135	-0.075851	0.8901	0.998171	no	-
ENSMUSG00000033624	ENSMUSG00000033624	Pdpr	8:111094629-111145480	XH_19_20_21	XH_22_23_24	OK	7.41008	8.03521	0.116846611087679	0.202049	0.70265	0.998171	no	-
ENSMUSG00000048865	ENSMUSG00000048865	Arhgap30	1:171388953-171410298	XH_19_20_21	XH_22_23_24	OK	2.95087	2.95498	0.00200800141394661	0.00472136	0.99285	0.999029	no	-
ENSMUSG00000079139	ENSMUSG00000079139	Gm4204	1:135231994-135233225	XH_19_20_21	XH_22_23_24	OK	62.8923	58.762	-0.0979998968439631	-0.310076	0.59365	0.998171	no	-
ENSMUSG00000028345	ENSMUSG00000028345	Tex10	4:48279759-48473459	XH_19_20_21	XH_22_23_24	OK	47.7791	44.9256	-0.0888419067999743	-0.258544	0.61815	0.998171	no	-
ENSMUSG00000035202	ENSMUSG00000035202	Lars2	9:123366926-123462666	XH_19_20_21	XH_22_23_24	OK	10.3201	10.004	-0.0448799876650257	-0.106641	0.8273	0.998171	no	-
ENSMUSG00000041064	ENSMUSG00000041064	Pif1	9:65587159-65595967	XH_19_20_21	XH_22_23_24	OK	10.5297	10.684	0.0209875477303636	0.0400124	0.93495	0.998171	no	-
ENSMUSG00000019461	ENSMUSG00000019461	Plscr3	11:69846375-69858730	XH_19_20_21	XH_22_23_24	OK	9.83255	10.5308	0.098977516039707	0.185697	0.7549	0.998171	no	-
ENSMUSG00000037553	ENSMUSG00000037553	Zdhhc18	4:133605298-133650154	XH_19_20_21	XH_22_23_24	OK	12.2324	14.684	0.263537530778228	0.492529	0.34085	0.945151	no	-
ENSMUSG00000082436	ENSMUSG00000082436	Gm11688	2:144250122-144281227	XH_19_20_21	XH_22_23_24	OK	3.74559	4.04917	0.112433226417303	0.00968712	0.9376	0.998171	no	-
ENSMUSG00000039741	ENSMUSG00000039741	Bahcc1	11:120232946-120292296	XH_19_20_21	XH_22_23_24	OK	3.49822	3.61994	0.0493447630942821	0.110367	0.84025	0.998171	no	-
ENSMUSG00000053293	ENSMUSG00000053293	Pom121	5:135369952-135394546	XH_19_20_21	XH_22_23_24	OK	20.6554	23.2456	0.170438665399108	0.511915	0.3779	0.963179	no	-
ENSMUSG00000025665	ENSMUSG00000025665	Rps6ka6	X:111388191-111537959	XH_19_20_21	XH_22_23_24	OK	30.8548	22.8081	-0.435948673338068	-0.88414	0.09635	0.656755	no	-
ENSMUSG00000024515	ENSMUSG00000024515	Smad4	18:73639008-73703780	XH_19_20_21	XH_22_23_24	OK	18.5778	19.2634	0.0522826954973194	0.133528	0.80605	0.998171	no	-
ENSMUSG00000113959	ENSMUSG00000113959	Gm46339	12:19301652-19305191	XH_19_20_21	XH_22_23_24	OK	1.08758	1.00785	-0.109840590247826	-0.205429	0.71545	0.998171	no	-
ENSMUSG00000007812	ENSMUSG00000007812	Zfp655	5:145231714-145247302	XH_19_20_21	XH_22_23_24	OK	22.4817	17.8513	-0.332721991381886	-0.91157	0.1011	0.669435	no	-
ENSMUSG00000028980	ENSMUSG00000028980	H6pd	4:149979474-150009023	XH_19_20_21	XH_22_23_24	OK	5.02214	5.31366	0.0814036719071171	0.185781	0.7069	0.998171	no	-
ENSMUSG00000001521	ENSMUSG00000001521	Tulp3	6:128321160-128355851	XH_19_20_21	XH_22_23_24	OK	15.4431	14.4677	-0.0941267958908418	-0.276099	0.6119	0.998171	no	-
ENSMUSG00000030519	ENSMUSG00000030519	Apba2	7:64501705-64753878	XH_19_20_21	XH_22_23_24	OK	0.56505	0.845851	0.582025015280672	0.271539	0.38615	0.967038	no	-
ENSMUSG00000022186	ENSMUSG00000022186	Oxct1	15:4020113-4155344	XH_19_20_21	XH_22_23_24	OK	24.9972	22.5811	-0.146650737727995	-0.297013	0.57945	0.998171	no	-
ENSMUSG00000031828	ENSMUSG00000031828	Klhl36	8:119862265-119876995	XH_19_20_21	XH_22_23_24	OK	2.05753	1.85162	-0.152125415260159	-0.2537	0.63845	0.998171	no	-
ENSMUSG00000070777	ENSMUSG00000070777	Ceacam20	7:19965411-19991104	XH_19_20_21	XH_22_23_24	OK	2.0325	1.27299	-0.675034266138074	-0.705095	0.2529	0.885917	no	-
ENSMUSG00000068798	ENSMUSG00000068798	Rap1a	3:105727266-105801336	XH_19_20_21	XH_22_23_24	OK	24.1434	21.8435	-0.144424819406938	-0.253463	0.6577	0.998171	no	-
