tracking_id	15_1	15_2	15_3	16_1	16_2	16_3
ENSG00000150261	0.427394	0.192235	0.186985	0.536031	0.115182	0	
ENSG00000150269	0	0	0	0	0	0	
ENSG00000150275	6.33343	7.16378	9.66945	5.8171	8.11381	9.48401	
ENSG00000150276	0.254597	0	0	0	0	0	
ENSG00000150281	0.263013	0.236483	0.0571164	0.273281	0.284779	0.425654	
ENSG00000150316	70.7458	62.0006	70.1865	56.6049	71.1718	77.4722	
ENSG00000150337	0	0.146677	0	1.10887	0.0506529	0	
ENSG00000150347	74.1112	80.5248	89.795	63.3667	75.2323	85.1524	
ENSG00000150361	0	0.087401	0.0419531	0	0.0528828	0	
ENSG00000150394	29.2192	16.9373	32.4645	16.6277	15.1568	13.5707	
ENSG00000150401	7.34419	4.72607	5.63292	6.49782	5.94926	6.33507	
ENSG00000150403	15.0348	19.1635	18.1247	20.8694	18.4549	19.4053	
ENSG00000150433	39.861	45.1259	41.7535	36.856	35.9069	39.6021	
ENSG00000150455	3.45523	5.18868	3.32416	2.54967	3.14468	3.37565	
ENSG00000150456	10.0837	11.5651	9.28047	8.59892	7.80041	11.1083	
ENSG00000150457	0.259557	0.222049	0.365624	0.352414	0.316603	0.217871	
ENSG00000150459	117.468	124.066	104.363	114.346	120.7	122.077	
ENSG00000150471	5.0466	4.07901	5.84221	6.01616	5.22688	5.30732	
ENSG00000150477	2.89228	2.89325	4.06742	3.15006	3.29367	3.40778	
ENSG00000150510	9.43646	7.19749	5.58165	11.0694	5.45862	7.16679	
ENSG00000150527	20.3626	22.4642	21.1614	20.2202	21.0203	21.091	
ENSG00000150540	6.70628	7.78433	7.56811	11.7937	11.603	12.5384	
ENSG00000150551	10.1916	7.95195	6.4603	16.6047	16.5838	13.5441	
ENSG00000150556	0.225698	0.460511	0.507834	0.0682579	0.290966	0.56286	
ENSG00000150593	139.918	152.12	160.698	139.503	167.17	163.258	
ENSG00000150594	0	0	0	0	0	0.0413333	
ENSG00000150625	3.22289	1.51348	2.82572	5.58902	4.72971	4.43384	
ENSG00000150627	1.45022	1.32381	0.967783	3.51448	0.575889	1.29986	
ENSG00000150628	0.787421	0.175269	0.371551	0.244059	0.487615	0.401245	
ENSG00000150630	1.29199	1.29042	0.699169	2.56535	2.00324	1.65958	
ENSG00000150636	42.0178	50.9544	52.9132	62.2252	62.2655	68.8728	
ENSG00000150637	0.218252	0.0539218	0.0402823	0.00618058	0.548732	0.227547	
ENSG00000150656	0.115511	0	0.19127	0.060692	0	0.38694	
ENSG00000150667	3.17892	1.73834	2.88538	2.56107	1.91	1.83278	
ENSG00000150672	6.07103	7.00837	5.06541	3.90437	6.20685	6.51109	
ENSG00000150676	0.273695	0.236072	0.370137	0.177158	0.23209	0.126665	
ENSG00000150681	0	0.0854796	0.0823675	0	0	0	
ENSG00000150687	91.263	89.6018	84.5261	189.805	157.797	187.787	
ENSG00000150712	14.5915	19.5356	17.3224	15.2823	13.3541	14.7934	
ENSG00000150722	14.5132	16.0328	16.6822	14.5568	14.1478	16.2868	
ENSG00000150732	0	4.44659	0	2.23422	0	0	
ENSG00000150750	0.235907	0	0.26567	0	0.120514	0.152682	
ENSG00000150753	328.388	393.212	374.039	363.93	372.776	414.007	
ENSG00000150756	16.5703	14.1553	20.1427	19.3236	18.882	25.7172	
ENSG00000150760	38.8262	37.1501	45.4247	40.5924	42.1124	42.8634	
ENSG00000150764	16.2645	13.0954	15.9949	11.1401	9.99352	17.5336	
ENSG00000150768	40.7463	47.3797	50.7907	47.4268	49.419	49.5823	
ENSG00000150773	3.69222	4.52337	3.50271	3.82963	3.17448	4.38595	
ENSG00000150776	12.1468	10.3326	16.035	15.682	9.38743	19.1813	
ENSG00000150779	150.125	162.848	138.51	154.796	182.045	168.651	
ENSG00000150782	2.09796	1.85989	2.53264	4.20561	5.09252	4.47481	
ENSG00000150783	0	0.14885	0.284625	0	0	0.253986	
ENSG00000150787	47.3011	51.6522	42.8392	41.8813	43.4798	43.3326	
ENSG00000150867	11.0805	11.0075	10.2914	14.4854	13.3851	19.1014	
ENSG00000150873	0.293457	0.550068	0.526528	0.222571	0.171848	0.201454	
ENSG00000150893	44.9596	57.0616	78.8546	45.1893	40.1014	42.3413	
ENSG00000150907	2.23475	1.86366	2.00739	1.79634	2.04778	2.30221	
ENSG00000150938	2.7151	3.06227	2.60029	4.43556	3.13788	1.70771	
ENSG00000150961	38.4999	38.0795	41.5624	52.8513	47.069	53.1826	
ENSG00000150967	10.8064	14.7949	13.2109	9.8223	10.2727	12.5291	
ENSG00000150977	4.95037	5.83644	5.50302	4.65077	4.68035	5.66611	
ENSG00000150990	5.20044	5.04688	6.62571	6.41114	8.7096	5.96029	
ENSG00000150991	7.77094	9.08172	12.869	16.9031	14.7469	22.4703	
ENSG00000150995	4.05088	5.87082	3.96972	7.12206	4.6623	4.32816	
ENSG00000151005	0.0600379	0	0.0324486	0	0.0407519	0	
ENSG00000151006	0.0358683	0.00426486	0.0546614	0.0633618	0.0299703	0.176965	
ENSG00000151012	8.9262	9.64842	13.9246	25.566	33.3815	27.2836	
ENSG00000151014	2.094	0.852214	1.71792	1.72939	0.627273	1.90227	
ENSG00000151023	0.354946	0.103785	0.36805	0.205503	0.455782	0.542579	
ENSG00000151025	0.336895	0.64854	0.533161	0.246834	0.303833	0.477546	
ENSG00000151033	0.12651	0	0	0	0	0	
ENSG00000151062	0.454111	1.08273	0.528596	0.522258	0.681181	0.109422	
ENSG00000151065	14.9191	17.8347	15.6984	14.0961	14.1786	17.1578	
ENSG00000151067	1.24477	0.396518	0.437403	1.49988	0.766989	0.56319	
ENSG00000151079	0.126935	0.0407404	0.136865	0.112359	0	0	
ENSG00000151090	2.39893	1.22268	1.56523	1.38253	0.767031	0.413559	
ENSG00000151092	18.3415	21.3202	23.9492	28.3513	29.5103	28.7319	
ENSG00000151093	13.3762	12.8579	15.9182	14.3703	18.3683	17.6601	
ENSG00000151116	14.5029	16.1747	19.9803	20.477	21.172	20.4995	
ENSG00000151117	2.4017	1.9587	2.62554	2.78128	1.55051	1.95431	
ENSG00000151131	35.3043	38.7915	34.8577	31.7157	39.0423	44.5926	
ENSG00000151135	50.1496	46.2606	42.9943	60.1872	42.6969	51.8489	
ENSG00000151136	0.876491	0.621112	0.846377	0.425211	1.041	0.393094	
ENSG00000151148	45.6725	45.2231	50.4067	44.7913	60.1821	45.4841	
ENSG00000151150	10.8133	16.2171	9.74324	10.192	12.5426	9.5306	
ENSG00000151151	1.10222	1.30762	1.32038	1.58429	0.910028	1.3079	
ENSG00000151164	1.13276	0.81826	0.886681	0.340142	1.61057	0.312858	
ENSG00000151176	16.6081	14.0122	8.5697	14.8674	9.14735	13.4992	
ENSG00000151208	7.01854	6.62335	7.55529	7.04459	7.07364	8.61365	
ENSG00000151224	0.132338	0.0672593	0	0.451739	0.189224	0.492126	
ENSG00000151229	5.76873	3.75545	4.36292	2.61614	3.97981	4.15577	
ENSG00000151233	6.06527	2.90336	2.01309	4.99634	1.87918	2.23258	
ENSG00000151239	44.347	56.5181	52.3471	49.3528	66.9767	66.1227	
ENSG00000151240	10.9264	9.39308	9.46435	13.1428	9.72053	11.1491	
ENSG00000151247	140.51	181.874	178.736	165.085	181.301	201.169	
ENSG00000151276	22.4214	23.5095	20.6428	28.1926	25.9634	25.4141	
ENSG00000151287	14.8752	16.7961	14.3369	15.3219	14.7811	16.3302	
ENSG00000151292	28.4356	16.8155	12.3946	30.7259	11.7248	19.0995	
ENSG00000151303	0.437891	1.05524	0.650439	0.415288	0.485468	0.410981	
ENSG00000151304	10.4957	9.86193	12.7065	9.5139	8.80602	11.3869	
ENSG00000151320	2.71274	4.31449	6.13117	5.09914	10.1114	6.80072	
ENSG00000151322	1.72854	2.18145	1.02579	3.213	1.45922	2.53273	
ENSG00000151327	46.0034	48.9961	50.2328	48.4498	52.26	47.9068	
ENSG00000151332	51.685	50.4367	49.8835	39.5539	41.2948	41.7075	
ENSG00000151338	14.3421	14.1954	19.4929	17.0219	18.4851	18.0739	
ENSG00000151348	56.2752	67.0225	62.326	63.4435	62.7644	68.3831	
ENSG00000151353	22.2755	20.5095	19.542	20.718	18.7427	20.3892	
ENSG00000151360	0	0	0	0.0461438	0.0815371	0	
ENSG00000151364	5.19304	5.989	5.29053	5.40072	5.74744	5.97886	
ENSG00000151365	0.77527	0.871654	1.43907	0.485472	0.941201	0.554401	
ENSG00000151366	546.715	568.645	532.681	536.131	535.436	574.143	
ENSG00000151376	24.4133	20.6145	14.9976	28.6144	17.5022	28.696	
ENSG00000151379	0.394431	1.33233	0	0.420102	0.261851	0.210822	
ENSG00000151388	0.469326	0.438086	0.0933137	0.699311	1.04856	0.637075	
ENSG00000151413	18.1305	22.0973	23.2782	20.5827	20.8722	23.5338	
ENSG00000151414	13.0798	4.24819	2.82044	11.3245	2.50905	4.68716	
ENSG00000151418	0.338345	1.40492	1.54397	1.60519	0.441778	0.207777	
ENSG00000151422	34.8633	48.7308	54.5356	47.2218	44.8104	54.3507	
ENSG00000151445	16.2587	21.1807	21.8978	18.3321	22.3093	19.923	
ENSG00000151458	11.2383	14.5524	17.6941	17.0447	18.9864	19.8558	
ENSG00000151461	9.72653	16.4661	11.8365	12.5051	10.6605	12.6291	
ENSG00000151465	186.429	209.817	189.134	191.098	194.686	223.818	
ENSG00000151466	18.7425	19.135	18.9364	17.0291	19.2992	16.5875	
ENSG00000151468	0.123237	0.193854	0.179118	0.149541	0.167438	0.108014	
ENSG00000151470	16.3433	18.1194	16.8337	15.39	18.8199	14.6619	
ENSG00000151474	17.3119	27.0503	12.3312	31.1665	55.9947	38.2406	
ENSG00000151475	0.460858	0.310749	0.149956	0.143488	0.187285	0.325575	
ENSG00000151490	0.789872	0.867267	1.01732	1.74965	3.27935	1.33349	
ENSG00000151491	97.2241	106.874	117.902	77.1961	89.1873	88.7642	
ENSG00000151498	40.8884	37.671	43.9945	44.9936	49.1471	48.9333	
ENSG00000151500	96.8914	104.714	113.926	103.235	106.61	119.281	
ENSG00000151502	12.4297	4.74698	3.31642	9.50931	3.83776	3.77003	
ENSG00000151503	33.325	36.8571	42.4669	46.1733	43.7374	34.5545	
ENSG00000151532	39.1573	27.5623	36.6594	29.8443	38.9336	49.6577	
ENSG00000151552	63.1655	57.149	60.925	59.4163	54.5862	62.1517	
ENSG00000151553	16.2628	9.4298	8.23179	14.2701	4.55656	7.19703	
ENSG00000151572	3.66662	2.7963	3.53602	4.72065	4.52411	4.39191	
ENSG00000151575	19.6434	24.1026	24.061	17.8621	21.6793	17.3719	
ENSG00000151576	10.054	17.014	13.733	16.7616	21.3131	15.8807	
ENSG00000151577	0.110133	0.12392	0.239348	0.228683	0.298044	0.169188	
ENSG00000151611	5.40682	4.12232	5.43084	5.33195	5.79133	4.7274	
ENSG00000151612	6.56613	7.86576	9.50911	11.541	10.0473	8.65116	
ENSG00000151615	0.0249558	0	0	0	0	0	
ENSG00000151617	5.27753	5.18733	3.6248	4.00286	3.24646	3.89024	
ENSG00000151623	1.45523	1.44934	1.50615	1.16025	1.92726	2.56571	
ENSG00000151631	0	0	0	0	0	0	
ENSG00000151632	30.4188	34.8219	29.2273	41.8474	42.7128	56.4139	
ENSG00000151640	1.28549	0.806121	0.779873	0.587807	1.28289	0.732207	
ENSG00000151650	0.359211	0.110074	0.141273	0.0338103	0.177262	0.0655744	
ENSG00000151651	0.456107	0.54642	0.248273	0.126537	0.138792	0	
ENSG00000151655	0.205084	0.0312158	0.690978	0.0287421	0.545203	0.0556914	
ENSG00000151657	13.0282	8.17009	7.91141	6.08769	8.51964	10.5153	
ENSG00000151665	24.3238	31.8884	33.492	30.2506	28.1982	34.0024	
ENSG00000151687	1.33806	2.63659	2.5888	2.90062	2.6917	2.71927	
ENSG00000151689	11.5079	7.55229	6.67986	11.9097	5.20431	9.03621	
ENSG00000151690	4.37239	2.21816	2.06327	4.94797	1.69997	1.61023	
ENSG00000151692	4.23274	5.53582	4.77976	5.68678	2.05173	5.00595	
ENSG00000151693	0.91023	1.52886	1.34845	1.57726	2.03733	1.16507	
ENSG00000151694	30.9318	32.1833	38.4175	42.4586	47.7096	44.2786	
ENSG00000151702	1.44289	1.27158	0.93433	2.24591	2.36488	3.65094	
ENSG00000151704	0.202827	0.175743	0.0681529	0.039053	0.209796	0.0888322	
ENSG00000151715	0.975236	1.23112	0.391779	1.29865	2.93359	0.523751	
ENSG00000151718	14.1413	6.52603	3.79972	13.8997	4.35517	6.49572	
ENSG00000151725	31.2788	31.864	29.155	26.2454	31.5912	25.7573	
ENSG00000151726	14.8486	14.6492	14.7116	12.3259	11.853	12.7035	
ENSG00000151729	56.0708	61.8494	60.537	57.4857	68.9964	64.3746	
ENSG00000151743	11.0163	10.9624	10.1398	8.64909	12.3137	11.4772	
ENSG00000151746	37.7808	39.725	34.151	39.0367	37.7446	33.4484	
ENSG00000151748	8.54666	3.91258	2.38365	6.59224	1.93138	2.54602	
ENSG00000151773	0.30424	0	0.0431452	0.341847	0.288091	0.492477	
ENSG00000151778	3.55454	3.77982	2.67539	4.10327	1.61791	3.24143	
ENSG00000151779	13.5919	16.5263	22.3747	16.5904	17.7689	17.376	
ENSG00000151789	4.24952	5.1335	7.70805	4.22147	8.62214	7.7442	
ENSG00000151790	0.104142	0.111817	0	0.412223	0.341528	0.484411	
ENSG00000151806	17.945	18.2602	18.5592	19.7802	13.3355	19.0335	
ENSG00000151812	0.0589277	0	0.139207	0.265148	0.398235	0	
ENSG00000151834	115.725	126.692	135.19	69.2249	89.9511	85.4895	
ENSG00000151835	3.66492	4.93348	4.84513	5.12582	5.01474	4.17004	
ENSG00000151838	0.431523	0.450194	0.299911	2.76505	1.17715	0.185554	
ENSG00000151846	0	0.025872	0	0.0952132	0.0312929	0.0230374	
ENSG00000151849	2.94518	3.27232	3.91948	2.91812	2.69551	5.0476	
ENSG00000151876	9.64013	10.8567	9.6562	8.76976	12.5596	10.2591	
ENSG00000151881	17.9345	18.7576	17.4965	17.0977	20.1593	21.0817	
ENSG00000151882	1.62843	0.97399	1.41836	0.838006	1.75747	0.828514	
ENSG00000151883	0.451967	0.636748	0.451592	0.635114	0.953567	0.979527	
ENSG00000151892	7.76857	6.09673	7.31728	14.8864	15.4584	16.0229	
ENSG00000151893	41.2988	61.1755	57.9464	54.3756	57.4117	50.8024	
ENSG00000151914	81.9401	72.1855	72.017	99.3531	89.7774	98.7428	
ENSG00000151917	2.72774	2.26433	0.76408	1.78298	0.639972	1.77428	
ENSG00000151923	17.1247	15.398	22.8855	21.3546	21.9528	19.271	
ENSG00000151929	25.9026	15.9151	11.9009	24.235	11.6432	16.5318	
ENSG00000151948	0.196835	0.276172	0.145031	0.0510331	0	0	
ENSG00000151952	0.300396	0.329758	0.746326	0.322876	0.240569	0.332648	
ENSG00000151962	3.16146	1.86732	1.07516	3.9826	2.64615	3.00334	
ENSG00000151963	0	0	0	0	0	0	
ENSG00000151967	47.4416	47.8999	41.8152	37.7648	38.4467	34.2607	
ENSG00000152034	0.102155	0.114782	0.29672	0.176324	0.0924016	0.376274	
ENSG00000152049	0.0950156	0.053372	0.0769275	0.122776	0.225918	0.0950745	
ENSG00000152056	5.86387	7.44664	5.52019	8.05876	10.7748	10.3421	
ENSG00000152061	10.8305	12.3015	13.6831	16.0324	14.2195	16.0792	
ENSG00000152076	1.41744	1.41476	2.19547	3.37532	1.91609	1.7538	
ENSG00000152078	0.726171	0.617239	0.694175	0.608132	0.400705	0.617602	
ENSG00000152082	214.441	170.301	117.337	128.739	101.028	123.051	
ENSG00000152086	0.0566779	0.063705	0	0.117867	0	0.11487	
ENSG00000152092	0.0885144	0.0471806	0.184735	0.224698	0.371256	0.241198	
ENSG00000152093	0	0	0	0	0	0	
ENSG00000152102	37.5449	27.467	24.2125	32.6671	20.6624	21.7265	
ENSG00000152104	11.9436	9.70991	12.5551	16.9892	16.861	17.3403	
ENSG00000152117	6.78208	7.58965	7.2372	6.10429	7.11801	5.4636	
ENSG00000152127	2.30192	2.59929	1.78622	1.82772	1.53966	1.53947	
ENSG00000152128	2.02598	1.70631	1.6432	3.50767	2.93835	3.60376	
ENSG00000152133	2.90058	4.31885	4.30131	4.3686	4.97535	5.77103	
ENSG00000152137	2.50111	3.364	2.79011	5.3803	6.52658	7.58686	
ENSG00000152147	12.8214	23.0773	15.4234	21.4505	18.6696	20.416	
ENSG00000152154	4.3674	1.48652	1.28901	3.91599	1.44621	2.28817	
ENSG00000152192	0	0	0	0	0	0	
ENSG00000152193	4.21495	5.08402	5.64979	6.09828	5.6074	6.34474	
ENSG00000152207	0.171396	0.730834	0.304379	0.537493	0.333634	1.27161	
ENSG00000152208	0.683634	0.758838	0.602199	0.688096	0.71034	0.620974	
ENSG00000152213	0.0823601	0.115652	0.222122	0.0212726	0.0559744	0.164623	
ENSG00000152214	0.857095	0.866709	0.126425	0.120685	0.50124	0.0876912	
ENSG00000152217	3.06062	5.58965	3.08972	2.13549	3.19451	2.86631	
ENSG00000152219	33.2337	40.703	41.1368	41.6348	46.8604	41.4116	
ENSG00000152223	4.48516	3.45551	7.10037	5.01491	4.95216	3.18863	
ENSG00000152229	1.70673	1.12248	2.00451	2.6639	2.6784	2.24627	
ENSG00000152234	302.084	340.283	348.338	323.891	339.229	366.323	
ENSG00000152240	27.7502	32.6642	27.3239	22.5862	18.2551	22.4423	
ENSG00000152242	7.43952	6.9121	6.51999	4.79025	8.54606	5.45913	
ENSG00000152253	10.1826	9.30867	8.64026	11.1567	10.9629	10.6542	
ENSG00000152254	0.152193	0	0.419006	0.0839115	0.798537	0.367932	
ENSG00000152256	5.05104	2.84087	2.50519	4.08242	1.59969	2.50759	
ENSG00000152266	0	0	0	0	0	0.273879	
ENSG00000152270	7.8654	4.74623	5.30795	3.59379	1.87418	3.20527	
ENSG00000152284	2.58287	2.6124	2.74307	2.18451	2.26818	2.39569	
ENSG00000152291	38.5027	46.1475	46.9294	57.1361	59.9267	58.889	
ENSG00000152292	0.416022	0.439704	0.311248	0.0522018	0.186083	0.374087	
ENSG00000152315	0	0.0397353	0.0382687	0.0366315	0	0	
ENSG00000152332	25.5829	31.691	28.4419	32.1744	30.9627	29.2745	
ENSG00000152348	21.085	25.1687	21.9928	24.4777	24.7473	28.799	
ENSG00000152359	17.2478	18.3824	17.1724	22.0982	18.8426	19.2365	
ENSG00000152377	151.051	111.333	112.745	185.029	111.653	179.14	
ENSG00000152380	0.699622	1.39036	1.38641	2.03433	1.90828	1.7856	
ENSG00000152382	21.5293	22.7363	25.4138	17.6069	16.9304	20.3548	
ENSG00000152402	0.155401	0.177139	0.0825378	0.21263	0.244822	0.379272	
ENSG00000152404	3.9123	6.6389	6.0924	5.31972	6.22302	6.01116	
ENSG00000152409	2.21829	1.16762	0.968819	1.94928	0.835869	1.20506	
ENSG00000152413	6.6284	4.79053	4.46963	7.21066	5.0596	4.95816	
ENSG00000152422	17.4735	19.7705	17.6415	17.4017	17.7513	19.9889	
ENSG00000152430	0.264194	0.0976158	1.0261	0.0299611	0.380428	0.0580705	
ENSG00000152433	3.52883	4.97178	3.93825	3.99203	3.977	3.01459	
ENSG00000152439	5.38375	6.37939	7.47862	5.6707	5.89227	6.94028	
ENSG00000152443	6.0888	6.77259	10.1913	5.57642	6.25737	5.51691	
ENSG00000152454	2.21468	2.40072	2.3982	2.63739	2.64796	3.24434	
ENSG00000152455	14.3709	16.2253	18.9965	18.1092	16.7228	19.2961	
ENSG00000152457	12.5406	23.4505	16.1526	15.1198	16.6313	17.5704	
ENSG00000152463	0.476041	0.260612	1.85227	0.581321	0	0.312209	
ENSG00000152464	16.9103	18.2438	17.8103	16.5885	20.6076	22.3886	
ENSG00000152465	18.3101	18.7444	18.7457	17.6152	15.3112	17.379	
ENSG00000152467	0.159766	0.285801	0.389385	0.207038	0.16245	0.160865	
ENSG00000152475	5.32289	3.37591	1.61517	2.65425	1.79571	3.96633	
ENSG00000152484	1.84155	1.73033	0.505688	2.07541	1.36544	1.4081	
ENSG00000152492	37.0413	22.1453	18.4111	45.081	22.5099	30.8694	
ENSG00000152495	5.02762	4.75095	4.08361	4.46548	4.02591	3.22826	
ENSG00000152503	9.46279	11.8118	11.0558	10.3961	13.6564	13.0215	
ENSG00000152518	5.60417	2.12214	1.83424	3.88193	2.39639	2.30783	
ENSG00000152520	3.45884	4.53768	3.6044	2.7568	3.27596	4.03302	
ENSG00000152527	6.92822	8.03291	7.4659	5.2672	5.156	5.87535	
ENSG00000152556	85.6021	85.3915	91.0891	89.2086	100.22	103.291	
ENSG00000152558	161.579	152.642	133.427	146.002	134.613	139.556	
ENSG00000152578	4.57141	5.86109	8.10743	7.28492	9.28334	5.81959	
ENSG00000152580	0.498744	0.465909	0.414631	0.359564	0.517052	0.483597	
ENSG00000152582	10.077	13.2809	11.8744	8.72898	13.066	8.46721	
ENSG00000152583	2.86252	3.12763	3.72137	3.42472	3.98974	4.62126	
ENSG00000152591	0.017703	0.0397729	0.0763512	0.0182813	0.0240736	0.017673	
ENSG00000152592	0.877806	0.680175	0.850747	1.12775	0.903985	0.819811	
ENSG00000152595	0	0.0932401	0.0449424	0	0.0562274	0	
ENSG00000152601	48.4549	51.8933	51.2431	66.5838	69.0465	79.8099	
ENSG00000152611	0	0.111939	0	0.699242	0.53601	1.09459	
ENSG00000152620	5.64584	6.40657	4.67075	6.18805	3.22787	5.16176	
ENSG00000152642	7.70115	10.4554	13.7659	13.9032	12.4041	9.64001	
ENSG00000152661	73.0434	76.751	75.9179	97.6339	95.5512	91.4002	
ENSG00000152669	1.7444	0.944141	1.05526	2.08548	2.27887	1.97015	
ENSG00000152670	0.0570609	0.668197	0.587427	0.304309	0.419589	0	
ENSG00000152672	0.162182	0.109335	0.210477	0.100749	0.308135	0.162822	
ENSG00000152683	12.2055	22.3274	14.7562	16.417	18.9846	17.2687	
ENSG00000152684	8.60658	9.23948	9.03954	11.3184	12.9229	12.2607	
ENSG00000152689	1.07271	2.57333	1.3622	2.68873	2.71336	2.70308	
ENSG00000152700	55.13	66.7284	59.6439	63.8024	69.9068	85.1117	
ENSG00000152705	0.604454	0.921255	1.54752	0.202921	0.525463	0.412202	
ENSG00000152749	1.63533	1.9498	1.62429	1.61674	1.49575	1.73525	
ENSG00000152760	0	0.0805317	0	0	0.167502	0	
ENSG00000152763	5.83885	1.52252	1.51063	5.00237	4.04917	4.52905	
ENSG00000152766	0.294489	1.90971	0.361939	1.04867	0	0.0200165	
ENSG00000152767	17.8763	17.7089	13.4853	15.5721	7.23044	5.72055	
ENSG00000152778	33.7813	35.7567	36.349	36.6111	33.7297	35.2903	
ENSG00000152779	0.0820858	0.129092	0.10617	0.0847446	0.0893109	0	
ENSG00000152782	4.57029	3.06312	1.62369	4.11389	1.36262	2.76535	
ENSG00000152784	0.0318649	0.495895	0.231355	0	0	0	
ENSG00000152785	0.247733	0.166959	0.160073	0.255574	0.219118	0.16043	
ENSG00000152795	170.334	176.13	168.518	152.99	141.159	133.528	
ENSG00000152804	3.51479	2.1945	1.50437	4.15573	2.33042	2.85156	
ENSG00000152818	310.439	355.405	408.036	335.913	375.183	335.033	
ENSG00000152822	2.99692	3.28754	3.83893	3.7676	2.91159	2.68721	
ENSG00000152894	25.3036	38.9185	49.8526	63.4901	53.0795	60.534	
ENSG00000152904	43.3931	48.2923	58.3725	55.443	53.2673	62.472	
ENSG00000152910	0.0513906	0.249177	0.0129598	0.0348373	0.065964	0	
ENSG00000152926	0.423073	0.472943	0.699447	0.618556	0.428174	0.282279	
ENSG00000152931	0.165133	0.320693	0.0435732	0.166179	0.128415	0.013439	
ENSG00000152932	0.176677	0.132223	0.0904792	0.189686	0.615388	0.150568	
ENSG00000152936	0	0.457747	0	0.387775	0	0.366788	
ENSG00000152939	10.3779	10.37	10.8558	7.66834	9.24971	8.03812	
ENSG00000152942	30.3434	31.5342	34.7911	34.327	29.9889	33.39	
ENSG00000152944	48.6197	52.849	54.5458	53.5906	52.8904	60.7873	
ENSG00000152952	23.6119	22.4171	20.2855	40.3346	27.9974	23.8841	
ENSG00000152953	54.2177	44.4186	48.3665	46.3125	31.2466	47.4352	
ENSG00000152954	0.729958	0.342381	0.366276	0.350621	0.547203	0.238058	
ENSG00000152969	0.0778594	0.0253385	0.135909	0.0823343	3.56771e-05	0.178686	
ENSG00000152977	17.1787	14.6967	14.9318	11.9597	14.2247	17.6218	
ENSG00000152990	4.39218	4.9138	3.10686	3.80415	3.64009	3.81972	
ENSG00000153002	0.0652149	0.461508	0.0234567	0.563312	0.471122	0	
ENSG00000153006	35.7615	34.6571	36.013	25.0464	31.5389	33.5315	
ENSG00000153012	0	0	0.0249561	0.0119539	0.0946271	0.0115423	
ENSG00000153015	43.9362	50.9161	45.1999	49.2208	54.7432	54.4592	
ENSG00000153029	5.03172	7.94278	7.93055	10.9591	12.5137	12.3602	
ENSG00000153037	95.651	100.893	102.066	110.076	112.814	129.211	
ENSG00000153044	11.2643	14.8477	7.62404	14.7856	14.2094	9.54883	
ENSG00000153046	8.1564	6.96204	3.76673	5.25634	6.82595	4.24068	
ENSG00000153048	99.4519	101.289	92.6595	86.5096	95.1543	97.1446	
ENSG00000153060	0.272469	0.745557	0.892086	0.28738	0.18234	0.142431	
ENSG00000153064	0.830879	0.939389	0.603504	2.36067	1.98243	1.10416	
ENSG00000153066	9.46263	4.48155	3.73173	6.83708	2.4398	3.316	
ENSG00000153071	22.3863	24.1822	27.0212	25.4581	35.0685	32.694	
ENSG00000153086	0.462946	0.240027	0.347641	0.14261	0.173681	0.072669	
ENSG00000153093	0.5736	0.660422	1.02364	0.548106	2.50317	0.436764	
ENSG00000153094	4.61833	4.88026	4.09285	5.97452	4.52592	4.29482	
ENSG00000153107	19.9055	22.5523	22.8609	20.4558	27.9132	19.1747	
ENSG00000153113	74.3869	66.9731	68.3217	100.882	91.8018	111.908	
ENSG00000153130	45.1413	54.8303	50.7741	57.2109	60.5493	59.4847	
ENSG00000153132	3.17862	4.89763	3.08917	5.02995	5.31351	4.89198	
ENSG00000153140	36.521	40.3446	36.2617	36.8891	29.9259	36.2924	
ENSG00000153147	47.5526	41.5721	37.5422	48.4882	33.3888	46.4089	
ENSG00000153157	2.96619	2.92609	3.32534	1.7641	4.6155	0.829106	
ENSG00000153162	0.143168	0.160818	0.264735	0.126976	0.223342	0.122625	
ENSG00000153165	0.110024	0.123588	0.148156	0.127728	0.149693	0.150805	
ENSG00000153179	1.04264	0.922156	1.35175	1.3926	1.06491	3.21368	
ENSG00000153187	366.755	229.762	204.805	288.495	158.996	225.056	
ENSG00000153201	15.8011	19.9347	22.9108	23.2266	23.4744	22.7317	
ENSG00000153207	14.0525	11.1982	9.34067	16.3689	10.3647	13.8978	
ENSG00000153208	4.86473	7.54593	7.17642	7.49002	7.56364	6.93486	
ENSG00000153214	4.06048	5.04278	3.57152	4.85576	3.43456	3.26941	
ENSG00000153230	0	0	0	0	0	0	
ENSG00000153233	3.1623	3.90917	3.0089	5.53775	5.2668	7.09797	
ENSG00000153234	1.11227	1.12965	1.72842	1.15715	1.91595	2.08843	
ENSG00000153237	3.63902	2.10984	3.97835	3.51612	5.40139	6.457	
ENSG00000153246	0.490801	0.986983	1.01579	2.60903	1.59133	2.08759	
ENSG00000153250	29.1462	31.6029	36.0611	34.5052	33.8309	31.0645	
ENSG00000153253	38.9793	55.6248	62.1591	39.3692	34.7987	38.174	
ENSG00000153266	0.0431672	0	0.140393	0	0	0.0435167	
ENSG00000153283	0.108329	0.609979	1.01422	1.33985	0.886389	0.683561	
ENSG00000153291	0.970837	0.446281	1.43802	0.526426	0.963253	1.65861	
ENSG00000153292	0.160083	0.264665	0.224797	0.182912	0.111817	0.104438	
ENSG00000153294	0.0766934	0	0.0276078	0.132183	0.104181	0	
