test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant	regulation
ENSMUSG00000028403	ENSMUSG00000028403	Zdhhc21	4:82798737-82859958	mouse_13	mouse_14	OK	3.45581	4.46289	0.368954347415443	0.686886	0.2078	0.297357	no	-
ENSMUSG00000040025	ENSMUSG00000040025	Ythdf2	4:132184911-132212303	mouse_13	mouse_14	OK	19.3376	35.9869	0.896063078056157	3.04217	5e-05	0.000176968	yes	-
ENSMUSG00000038024	ENSMUSG00000038024	Dennd4c	4:86748554-86850603	mouse_13	mouse_14	OK	5.90405	7.08877	0.263830382270736	0.5772	0.1596	0.24002	no	-
ENSMUSG00000063904	ENSMUSG00000063904	Dpp3	19:4907228-4928287	mouse_13	mouse_14	OK	121.045	68.2612	-0.826405805555835	-3.39065	5e-05	0.000176968	yes	-
ENSMUSG00000021428	ENSMUSG00000021428	Riok1	13:38006051-38061433	mouse_13	mouse_14	OK	8.32523	15.7331	0.91824092781895	2.34711	5e-05	0.000176968	yes	-
ENSMUSG00000042079	ENSMUSG00000042079	Hnrnpf	6:117900323-117925622	mouse_13	mouse_14	OK	135.576	105.25	-0.365281578328058	-0.798499	0.1545	0.233776	no	-
ENSMUSG00000025504	ENSMUSG00000025504	Eps8l2	7:141338879-141365110	mouse_13	mouse_14	OK	5.54599	3.57415	-0.633844832344872	-1.32527	0.00995	0.0219532	yes	-
ENSMUSG00000035152	ENSMUSG00000035152	Ap2b1	11:83294641-83405035	mouse_13	mouse_14	OK	57.4868	37.0709	-0.632943584387396	-2.57169	5e-05	0.000176968	yes	-
ENSMUSG00000080542	ENSMUSG00000080542	Gm22710	1:118389057-118612678	mouse_13	mouse_14	OK	12.8727	15.6122	0.278359164534115	0.0189486	0.7783	0.833231	no	-
ENSMUSG00000050288	ENSMUSG00000050288	Fzd2	11:102604395-102608058	mouse_13	mouse_14	OK	2.985	10.494	1.81376185849064	5.60109	5e-05	0.000176968	yes	up
ENSMUSG00000043257	ENSMUSG00000043257	Pigv	4:133660386-133672647	mouse_13	mouse_14	OK	3.08903	7.37603	1.2556906413698	2.25601	0.00055	0.00162346	yes	up
ENSMUSG00000091329	ENSMUSG00000091329	1700112D23Rik	3:28697902-28781108	mouse_13	mouse_14	OK	1.21151	0.237068	-2.35343347039554	-1.05473	0.26615	0.361824	no	-
ENSMUSG00000029012	ENSMUSG00000029012	Orc5	5:22486484-22550429	mouse_13	mouse_14	OK	13.1251	13.2214	0.010546535680364	0.032691	0.95575	0.966752	no	-
ENSMUSG00000002393	ENSMUSG00000002393	Nr2f6	8:71371297-71381960	mouse_13	mouse_14	OK	7.19098	7.33403	0.0284177702345063	0.0490547	0.92235	0.942066	no	-
ENSMUSG00000032085	ENSMUSG00000032085	Tagln	9:45838579-45936058	mouse_13	mouse_14	OK	171.944	119.87	-0.520468134768337	-1.43653	0.00945	0.020968	yes	-
ENSMUSG00000023118	ENSMUSG00000023118	Sympk	7:19024376-19054618	mouse_13	mouse_14	OK	27.2041	13.304	-1.03196402641092	-4.00514	5e-05	0.000176968	yes	down
ENSMUSG00000110689	ENSMUSG00000110689	Gm45731	8:104417679-104443786	mouse_13	mouse_14	OK	0.529665	2.29305	2.11411572892904	0.469961	0.11975	0.189562	no	-
ENSMUSG00000001999	ENSMUSG00000001999	Blvra	2:127070664-127097084	mouse_13	mouse_14	OK	63.1212	28.6036	-1.14192789920047	-4.1545	5e-05	0.000176968	yes	down
ENSMUSG00000041731	ENSMUSG00000041731	Pgm5	19:24683015-24861855	mouse_13	mouse_14	OK	0.77158	1.35791	0.815500210220558	1.00681	0.0612	0.10752	no	-
ENSMUSG00000026028	ENSMUSG00000026028	Trak2	1:58900448-58973430	mouse_13	mouse_14	OK	8.67556	4.51731	-0.941492963438719	-2.63416	5e-05	0.000176968	yes	-
ENSMUSG00000041774	ENSMUSG00000041774	Ydjc	16:17139063-17202649	mouse_13	mouse_14	OK	17.3305	10.4334	-0.732103903199438	-0.708022	0.2101	0.299919	no	-
ENSMUSG00000032766	ENSMUSG00000032766	Gng11	6:4003903-4008445	mouse_13	mouse_14	OK	61.1865	58.6181	-0.0618671698321629	-0.224955	0.68935	0.759597	no	-
ENSMUSG00000101567	ENSMUSG00000101567	Txn-ps1	1:44463922-44464231	mouse_13	mouse_14	OK	152.19	52.8786	-1.525117680256	-3.78376	5e-05	0.000176968	yes	down
ENSMUSG00000053012	ENSMUSG00000053012	Krcc1	6:71213939-71322233	mouse_13	mouse_14	OK	31.4853	38.3926	0.286149851013373	0.968373	0.0692	0.119286	no	-
ENSMUSG00000056481	ENSMUSG00000056481	Cd248	19:5068077-5070682	mouse_13	mouse_14	OK	94.0984	210.796	1.16360539365517	5.48745	5e-05	0.000176968	yes	up
ENSMUSG00000079652	ENSMUSG00000079652	Fam71f2	6:29279592-29290680	mouse_13	mouse_14	OK	0.370388	1.42787	1.94675537223106	1.75369	0.00655	0.0150987	yes	up
ENSMUSG00000025198	ENSMUSG00000025198	Erlin1	19:44034943-44069785	mouse_13	mouse_14	OK	15.3704	17.7783	0.209962666822433	0.549935	0.2046	0.293823	no	-
ENSMUSG00000029385	ENSMUSG00000029385	Ccng2	5:93267256-93276231	mouse_13	mouse_14	OK	8.7083	32.7276	1.91004479549916	6.53613	5e-05	0.000176968	yes	up
ENSMUSG00000072258	ENSMUSG00000072258	Taf1a	1:183388980-183410198	mouse_13	mouse_14	OK	3.45912	7.00527	1.01803559369963	2.3551	0.0001	0.000337677	yes	up
ENSMUSG00000036737	ENSMUSG00000036737	Oxsr1	9:119169454-119393797	mouse_13	mouse_14	OK	15.868	7.60029	-1.06199392977174	-1.39831	0.0038	0.00928592	yes	down
ENSMUSG00000030610	ENSMUSG00000030610	Det1	7:78821546-78847530	mouse_13	mouse_14	OK	4.89281	5.93352	0.278224962385928	0.778948	0.1801	0.264934	no	-
ENSMUSG00000020087	ENSMUSG00000020087	Tysnd1	10:61695513-61702773	mouse_13	mouse_14	OK	4.84012	3.60821	-0.42375950959595	-0.87115	0.084	0.140613	no	-
ENSMUSG00000052727	ENSMUSG00000052727	Map1b	13:99421445-99516540	mouse_13	mouse_14	OK	181.64	111.532	-0.703624244125506	-2.27866	5e-05	0.000176968	yes	-
ENSMUSG00000036114	ENSMUSG00000036114	Rpp25l	4:41699988-41774247	mouse_13	mouse_14	OK	11.6077	16.6976	0.524558615709759	0.393052	0.47685	0.572115	no	-
ENSMUSG00000022550	ENSMUSG00000022550	Adck5	15:76576357-76607591	mouse_13	mouse_14	OK	5.26886	12.8923	1.29094691381026	1.2071	0.0082	0.0184488	yes	up
ENSMUSG00000004233	ENSMUSG00000004233	Wars2	3:99141067-99239186	mouse_13	mouse_14	OK	3.68245	5.07386	0.462417775924415	0.592514	0.2387	0.332004	no	-
ENSMUSG00000049904	ENSMUSG00000049904	Tmem17	11:22512087-22519234	mouse_13	mouse_14	OK	3.69037	3.25845	-0.179579612137898	-0.418265	0.4689	0.564748	no	-
ENSMUSG00000018593	ENSMUSG00000018593	Sparc	11:55394499-55423183	mouse_13	mouse_14	OK	3801.03	4394.41	0.209279068139943	1.05866	0.0628	0.109914	no	-
ENSMUSG00000064382	ENSMUSG00000064382	Gm26447	16:23107443-23127737	mouse_13	mouse_14	OK	0.001	53.9114	15.7183027542795	-nan	0.14435	0.220998	no	-
ENSMUSG00000054708	ENSMUSG00000054708	Ankrd24	10:81628539-81647610	mouse_13	mouse_14	OK	3.78633	4.89047	0.369172966929168	0.554109	0.2907	0.387854	no	-
ENSMUSG00000021033	ENSMUSG00000021033	Gstz1	12:87106860-87164723	mouse_13	mouse_14	OK	60.862	41.3819	-0.556541857040342	-1.42684	0.01565	0.0327972	yes	-
ENSMUSG00000075268	ENSMUSG00000075268	Gm10819	19:16132830-16387463	mouse_13	mouse_14	OK	8.44138	4.37299	-0.948858821226429	-0.873074	0.1338	0.207864	no	-
ENSMUSG00000026739	ENSMUSG00000026739	Bmi1	2:18677017-18686629	mouse_13	mouse_14	OK	4.74276	5.50297	0.214483598766328	0.275828	0.61085	0.692306	no	-
ENSMUSG00000021876	ENSMUSG00000021876	Rnase4	14:51091076-51106151	mouse_13	mouse_14	OK	117.157	131.931	0.171340440172253	0.753066	0.18435	0.269992	no	-
ENSMUSG00000028232	ENSMUSG00000028232	Tmem68	4:3549040-3574853	mouse_13	mouse_14	OK	4.02283	9.41778	1.22717624889476	2.80857	5e-05	0.000176968	yes	up
ENSMUSG00000029687	ENSMUSG00000029687	Ezh2	6:47530138-47595341	mouse_13	mouse_14	OK	13.6029	10.318	-0.398750900579258	-0.937776	0.0797	0.134401	no	-
ENSMUSG00000029610	ENSMUSG00000029610	Aimp2	5:143817787-143909847	mouse_13	mouse_14	OK	85.3026	55.8216	-0.611766238576094	-1.81274	0.0013	0.00353118	yes	-
ENSMUSG00000083774	ENSMUSG00000083774	Gm7180	7:81213595-81334533	mouse_13	mouse_14	OK	0.899148	0.651102	-0.465675033204544	-0.155127	0.8394	0.881235	no	-
ENSMUSG00000030309	ENSMUSG00000030309	Caprin2	6:148842491-148896237	mouse_13	mouse_14	OK	2.08037	3.67365	0.820374044180957	1.67872	0.00115	0.00316421	yes	-
ENSMUSG00000031822	ENSMUSG00000031822	Gse1	8:119910359-124345724	mouse_13	mouse_14	OK	2.92726	2.18574	-0.421429093458507	-0.0635404	0.6928	0.762519	no	-
ENSMUSG00000046808	ENSMUSG00000046808	Atp10d	5:72203328-72298775	mouse_13	mouse_14	OK	1.51324	2.84258	0.909560134836036	1.31772	0.0238	0.0474634	yes	-
ENSMUSG00000035578	ENSMUSG00000035578	Iqcg	16:32914099-33127695	mouse_13	mouse_14	OK	3.30446	6.61056	1.00035795959889	1.12146	0.0179	0.0369105	yes	up
ENSMUSG00000047649	ENSMUSG00000047649	Cd3eap	7:19344777-19359483	mouse_13	mouse_14	OK	5.8558	3.29675	-0.82882179207676	-1.26553	0.0242	0.0481794	yes	-
ENSMUSG00000002010	ENSMUSG00000002010	Idh3g	X:73778962-73786897	mouse_13	mouse_14	OK	238.229	89.4752	-1.41278927693301	-6.00153	5e-05	0.000176968	yes	down
ENSMUSG00000097183	ENSMUSG00000097183	Gm17501	3:145650311-145677580	mouse_13	mouse_14	OK	7.81994	17.5286	1.16448133007843	2.88464	5e-05	0.000176968	yes	up
ENSMUSG00000044475	ENSMUSG00000044475	Ascc1	10:59987408-60099988	mouse_13	mouse_14	OK	38.7842	19.3328	-1.00441844305838	-2.54412	5e-05	0.000176968	yes	down
ENSMUSG00000063334	ENSMUSG00000063334	Krr1	10:111972663-112002631	mouse_13	mouse_14	OK	11.323	12.6883	0.164242540202641	0.345812	0.54415	0.633523	no	-
ENSMUSG00000032782	ENSMUSG00000032782	Cntrob	11:69299486-69323775	mouse_13	mouse_14	OK	9.76502	5.88096	-0.731571321054292	-1.49617	0.00695	0.0159175	yes	-
ENSMUSG00000039530	ENSMUSG00000039530	Tusc3	8:39005844-39165114	mouse_13	mouse_14	OK	53.5102	54.4181	0.0242726648068536	0.0811959	0.8865	0.915974	no	-
ENSMUSG00000020474	ENSMUSG00000020474	Polm	11:5827859-5838016	mouse_13	mouse_14	OK	4.00091	6.16647	0.624116678106603	1.32701	0.01185	0.025613	yes	-
ENSMUSG00000091655	ENSMUSG00000091655	Gm8741	17:35335908-35336292	mouse_13	mouse_14	OK	1.86837	0.261536	-2.83669873555279	-2.16804	0.0934	0.153889	no	-
ENSMUSG00000016946	ENSMUSG00000016946	Kctd5	17:24047733-24073485	mouse_13	mouse_14	OK	51.3069	63.1206	0.298958059632398	1.2876	0.0244	0.0485207	yes	-
ENSMUSG00000032437	ENSMUSG00000032437	Stt3b	9:115242580-115310421	mouse_13	mouse_14	OK	57.6663	57.8487	0.00455608006163	0.0208849	0.96895	0.976357	no	-
ENSMUSG00000053574	ENSMUSG00000053574	4930563E22Rik	11:72211723-72218450	mouse_13	mouse_14	OK	0.632393	1.18716	0.908621084318635	0.627788	0.27705	0.373586	no	-
ENSMUSG00000028861	ENSMUSG00000028861	Mrps15	4:126046924-126055532	mouse_13	mouse_14	OK	186.315	73.0312	-1.35115898734122	-5.01935	5e-05	0.000176968	yes	down
ENSMUSG00000026321	ENSMUSG00000026321	Tnfrsf11a	1:105780717-105847981	mouse_13	mouse_14	OK	1.68258	1.76453	0.0686088576977381	0.0929051	0.87355	0.907253	no	-
ENSMUSG00000032580	ENSMUSG00000032580	Rbm5	9:107740370-107770996	mouse_13	mouse_14	OK	30.1981	84.4751	1.48406837211177	3.6382	5e-05	0.000176968	yes	up
ENSMUSG00000010392	ENSMUSG00000010392	Gosr1	11:76726601-76763579	mouse_13	mouse_14	OK	9.07609	17.5422	0.950686870008317	1.30471	0.02435	0.0484339	yes	-
ENSMUSG00000034275	ENSMUSG00000034275	Igsf9b	9:27299203-27357546	mouse_13	mouse_14	OK	1.22899	0.977685	-0.330031553164776	-0.759233	0.1733	0.256585	no	-
ENSMUSG00000030045	ENSMUSG00000030045	Mrpl19	6:81923668-81965958	mouse_13	mouse_14	OK	44.6339	23.4925	-0.925939622515216	-1.64773	0.0044	0.0105896	yes	-
ENSMUSG00000050812	ENSMUSG00000050812	Ecpas	4:58798910-58912749	mouse_13	mouse_14	OK	22.5513	21.6654	-0.0578177291898046	-0.12952	0.77525	0.830489	no	-
ENSMUSG00000021186	ENSMUSG00000021186	Fbln5	12:101746564-101819055	mouse_13	mouse_14	OK	182.161	267.498	0.554313988469798	2.66008	5e-05	0.000176968	yes	-
ENSMUSG00000027188	ENSMUSG00000027188	Pamr1	2:102550011-102643041	mouse_13	mouse_14	OK	4.90587	15.6605	1.67454936522399	5.09324	5e-05	0.000176968	yes	up
ENSMUSG00000033272	ENSMUSG00000033272	Slc35a4	18:36671153-36683861	mouse_13	mouse_14	OK	49.4346	48.9187	-0.015135093541286	-0.0492279	0.92155	0.941426	no	-
ENSMUSG00000026254	ENSMUSG00000026254	Eif4e2	1:87213913-87240488	mouse_13	mouse_14	OK	164.354	98.0171	-0.745701200795467	-2.94293	5e-05	0.000176968	yes	-
ENSMUSG00000097211	ENSMUSG00000097211	BC065403	9:72274859-72409945	mouse_13	mouse_14	OK	1.72155	5.33964	1.63303439572843	1.78012	0.00455	0.0109009	yes	up
ENSMUSG00000118264	ENSMUSG00000118264	AC102106.1	18:64157720-64333706	mouse_13	mouse_14	OK	2.1093	0.870144	-1.27743822309771	-0.955093	0.0721	0.123395	no	-
ENSMUSG00000002257	ENSMUSG00000002257	Def6	17:28207777-28228608	mouse_13	mouse_14	OK	30.5523	18.5338	-0.721122282670345	-1.96553	0.0001	0.000337677	yes	-
ENSMUSG00000021477	ENSMUSG00000021477	Ctsl	13:64359336-64370890	mouse_13	mouse_14	OK	407.363	421.512	0.0492587547203397	0.188791	0.74605	0.80684	no	-
ENSMUSG00000102805	ENSMUSG00000102805	Gm37240	3:84496092-85887518	mouse_13	mouse_14	OK	2.95886	7.83192	1.40432459217081	0.53049	0.2722	0.368476	no	-
ENSMUSG00000037466	ENSMUSG00000037466	Tedc1	12:113156420-113166048	mouse_13	mouse_14	OK	9.00046	11.3015	0.328443625704996	0.771043	0.13675	0.211545	no	-
ENSMUSG00000016382	ENSMUSG00000016382	Pls3	X:75785653-75875182	mouse_13	mouse_14	OK	297.231	252.201	-0.237010594929286	-1.1544	0.0446	0.0821211	no	-
ENSMUSG00000064208	ENSMUSG00000064208	Gm10145	10:27936363-27936825	mouse_13	mouse_14	OK	2.53101	1.34159	-0.915769367102307	-0.862401	0.137	0.211824	no	-
ENSMUSG00000060636	ENSMUSG00000060636	Rpl35a	16:32914099-33127695	mouse_13	mouse_14	OK	846.977	270.451	-1.64695556122136	-4.09623	5e-05	0.000176968	yes	down
ENSMUSG00000057101	ENSMUSG00000057101	Zfp180	7:24081923-24107713	mouse_13	mouse_14	OK	5.53968	6.59763	0.252145231457849	0.831169	0.1437	0.220158	no	-
ENSMUSG00000039852	ENSMUSG00000039852	Rere	4:150281645-150621966	mouse_13	mouse_14	OK	4.33994	6.02912	0.474272346761875	0.486869	0.3204	0.419141	no	-
ENSMUSG00000031988	ENSMUSG00000031988	Vps26b	9:27007770-27030065	mouse_13	mouse_14	OK	18.4178	16.5224	-0.156677478250497	-0.610042	0.28495	0.382351	no	-
ENSMUSG00000068823	ENSMUSG00000068823	Csde1	3:103020425-103058186	mouse_13	mouse_14	OK	418.792	180.522	-1.21405921601692	-5.49091	5e-05	0.000176968	yes	down
ENSMUSG00000039542	ENSMUSG00000039542	Ncam1	9:49502135-49798925	mouse_13	mouse_14	OK	49.7068	108.143	1.12142514968939	4.21595	5e-05	0.000176968	yes	up
ENSMUSG00000021215	ENSMUSG00000021215	Net1	13:3882017-3918220	mouse_13	mouse_14	OK	43.9072	12.3973	-1.82443158429476	-5.1381	5e-05	0.000176968	yes	down
ENSMUSG00000018900	ENSMUSG00000018900	Slc22a5	11:53864541-53891660	mouse_13	mouse_14	OK	2.25421	3.11753	0.467781521349683	0.969572	0.09	0.149009	no	-
ENSMUSG00000074643	ENSMUSG00000074643	Cpne1	2:156071841-156145797	mouse_13	mouse_14	OK	124.397	82.5829	-0.591036706842721	-1.54409	0.00575	0.0134513	yes	-
ENSMUSG00000102252	ENSMUSG00000102252	Snrpn	7:59937370-60140219	mouse_13	mouse_14	OK	56.6361	24.9797	-1.18096577324844	-4.57949	5e-05	0.000176968	yes	down
ENSMUSG00000030748	ENSMUSG00000030748	Il4ra	7:125552119-125579474	mouse_13	mouse_14	OK	25.0427	106.536	2.08887899844765	9.04248	5e-05	0.000176968	yes	up
ENSMUSG00000026771	ENSMUSG00000026771	Spopl	2:23506219-23572106	mouse_13	mouse_14	OK	8.49106	9.40374	0.14728998407804	0.380739	0.49415	0.587432	no	-
ENSMUSG00000097558	ENSMUSG00000097558	Gm26902	19:34473777-34481546	mouse_13	mouse_14	OK	0.586897	1.40664	1.26107390955881	1.05847	0.06795	0.117542	no	-
ENSMUSG00000032878	ENSMUSG00000032878	Ccdc85a	11:28385684-28584324	mouse_13	mouse_14	OK	0.0727008	1.67948	4.52989956553445	1.7778	5e-05	0.000176968	yes	up
ENSMUSG00000118052	ENSMUSG00000118052	AC148174.2	19:3205606-3206258	mouse_13	mouse_14	OK	1.19202	0.334852	-1.8318129517896	-0.885715	0.3781	0.476874	no	-
ENSMUSG00000040054	ENSMUSG00000040054	Baz2a	10:128091576-128129303	mouse_13	mouse_14	OK	10.542	9.00798	-0.226873067794601	-0.64794	0.2537	0.347743	no	-
ENSMUSG00000087626	ENSMUSG00000087626	Gm15050	6:52162416-52221854	mouse_13	mouse_14	OK	6.70149	7.93409	0.243582864672287	0.272036	0.6352	0.713189	no	-
ENSMUSG00000023150	ENSMUSG00000023150	Ivns1abp	1:151339603-151364422	mouse_13	mouse_14	OK	63.1603	60.4226	-0.0639297588151351	-0.290534	0.6167	0.697333	no	-
ENSMUSG00000029263	ENSMUSG00000029263	Pigg	5:108311369-108349355	mouse_13	mouse_14	OK	2.60618	5.06118	0.957537055067991	2.75978	5e-05	0.000176968	yes	-
ENSMUSG00000021908	ENSMUSG00000021908	Gm6768	12:119260977-119262855	mouse_13	mouse_14	OK	0.827699	0.888878	0.102879205928105	0.163513	0.7718	0.827779	no	-
ENSMUSG00000033364	ENSMUSG00000033364	Usp37	1:74409375-74588246	mouse_13	mouse_14	OK	2.73311	5.13277	0.909194089217721	0.632068	0.03915	0.0733853	no	-
ENSMUSG00000019996	ENSMUSG00000019996	Map7	10:20148470-20286647	mouse_13	mouse_14	OK	3.14107	0.908972	-1.7889483349872	-1.83103	0.0001	0.000337677	yes	down
ENSMUSG00000025102	ENSMUSG00000025102	3110040N11Rik	7:81782181-81829431	mouse_13	mouse_14	OK	105.375	60.2833	-0.805702331625233	-1.20675	0.03955	0.074008	no	-
ENSMUSG00000021493	ENSMUSG00000021493	Pdlim7	13:55495794-55513676	mouse_13	mouse_14	OK	174.119	136.962	-0.346297965487667	-1.43084	0.0108	0.0236038	yes	-
ENSMUSG00000054640	ENSMUSG00000054640	Slc8a1	17:81370832-81738377	mouse_13	mouse_14	OK	0.218248	1.70384	2.96474952654677	3.15961	5e-05	0.000176968	yes	up
ENSMUSG00000034773	ENSMUSG00000034773	BC030867	11:102248881-102265187	mouse_13	mouse_14	OK	3.01718	3.02357	0.00305221197693094	0.0076384	0.9889	0.991754	no	-
ENSMUSG00000022219	ENSMUSG00000022219	Cideb	14:55745692-55758458	mouse_13	mouse_14	OK	1.32151	1.5186	0.200554571242126	0.104707	0.91055	0.933307	no	-
ENSMUSG00000014177	ENSMUSG00000014177	Tvp23b	11:62879454-62916780	mouse_13	mouse_14	OK	34.1617	59.5813	0.802479831931482	3.03536	5e-05	0.000176968	yes	-
ENSMUSG00000023923	ENSMUSG00000023923	Tbc1d5	17:50733123-51179352	mouse_13	mouse_14	OK	5.14971	5.86597	0.187878501949511	0.621464	0.2732	0.369633	no	-
ENSMUSG00000028901	ENSMUSG00000028901	Gmeb1	4:132221024-132261602	mouse_13	mouse_14	OK	2.01956	3.46149	0.777352171974763	1.35452	0.02015	0.0410244	yes	-
ENSMUSG00000022272	ENSMUSG00000022272	Myo10	15:25622524-25813673	mouse_13	mouse_14	OK	14.8447	28.1195	0.921623003851054	2.14812	5e-05	0.000176968	yes	-
ENSMUSG00000092190	ENSMUSG00000092190	Gm20470	10:7725999-7763150	mouse_13	mouse_14	OK	2.17913	1.84006	-0.243999455723138	-0.0608911	0.8936	0.921318	no	-
ENSMUSG00000034403	ENSMUSG00000034403	Pja1	X:99465733-99471273	mouse_13	mouse_14	OK	65.2324	79.3799	0.283185036422599	1.19304	0.0381	0.0716807	no	-
ENSMUSG00000029782	ENSMUSG00000029782	Tmem209	6:30479052-30509783	mouse_13	mouse_14	OK	16.3313	21.8155	0.417713903403724	1.18158	0.03325	0.0636445	no	-
ENSMUSG00000024853	ENSMUSG00000024853	Sf3b2	19:5273931-5296028	mouse_13	mouse_14	OK	117.005	67.7502	-0.788273071674348	-3.32264	5e-05	0.000176968	yes	-
ENSMUSG00000030772	ENSMUSG00000030772	Dkk3	7:112116016-112159057	mouse_13	mouse_14	OK	44.2897	98.7882	1.15736750079622	5.23134	5e-05	0.000176968	yes	up
ENSMUSG00000096740	ENSMUSG00000096740	Lbhd1	19:8883731-8897888	mouse_13	mouse_14	OK	13.4357	8.68029	-0.63025634010605	-0.30234	0.7031	0.77108	no	-
ENSMUSG00000024413	ENSMUSG00000024413	Npc1	18:12168716-12236400	mouse_13	mouse_14	OK	2.43903	5.67145	1.21741012782509	1.80443	0.0015	0.00401734	yes	up
ENSMUSG00000063172	ENSMUSG00000063172	Hspb11	4:107253592-107279938	mouse_13	mouse_14	OK	52.3862	40.6416	-0.366229615309556	-1.11522	0.04985	0.0903731	no	-
ENSMUSG00000024959	ENSMUSG00000024959	Bad	19:6938056-6951899	mouse_13	mouse_14	OK	71.6148	53.2823	-0.426601407812765	-1.16607	0.0425	0.0788527	no	-
ENSMUSG00000030137	ENSMUSG00000030137	Tuba8	6:121210695-121226854	mouse_13	mouse_14	OK	0.748102	0.789759	0.0781774850050115	0.128663	0.8194	0.864998	no	-
ENSMUSG00000017858	ENSMUSG00000017858	Ift52	2:163017353-163046141	mouse_13	mouse_14	OK	38.5077	21.7126	-0.82661446250855	-2.6952	5e-05	0.000176968	yes	-
ENSMUSG00000028636	ENSMUSG00000028636	Ppcs	4:119418529-119422420	mouse_13	mouse_14	OK	8.88698	13.8972	0.645029092319809	1.75207	0.00265	0.00671058	yes	-
ENSMUSG00000005610	ENSMUSG00000005610	Eif4g2	7:111067749-111083030	mouse_13	mouse_14	OK	605.337	361.51	-0.743702980359186	-3.43113	5e-05	0.000176968	yes	-
ENSMUSG00000025371	ENSMUSG00000025371	Chmp6	11:119913440-119919548	mouse_13	mouse_14	OK	47.9046	44.1427	-0.117989321080794	-0.449963	0.41615	0.51372	no	-
ENSMUSG00000042632	ENSMUSG00000042632	Pla2g6	15:79286227-79328390	mouse_13	mouse_14	OK	14.9454	12.4182	-0.267245437781741	-0.916175	0.08885	0.147361	no	-
ENSMUSG00000032057	ENSMUSG00000032057	4833427G06Rik	9:51054639-51119875	mouse_13	mouse_14	OK	1.08133	1.67351	0.630070300268387	0.353778	0.58645	0.671119	no	-
ENSMUSG00000028577	ENSMUSG00000028577	Plaa	4:94567513-94603244	mouse_13	mouse_14	OK	46.7239	33.8054	-0.466906981804663	-1.82508	0.001	0.00279423	yes	-
ENSMUSG00000029096	ENSMUSG00000029096	Htra3	5:35652022-35679782	mouse_13	mouse_14	OK	18.9561	11.8396	-0.67904183637357	-2.15118	0.0001	0.000337677	yes	-
ENSMUSG00000064345	ENSMUSG00000064345	mt-Nd2	MT:3913-5016	mouse_13	mouse_14	OK	252.965	82.6716	-1.61347407515625	-6.79667	5e-05	0.000176968	yes	down
ENSMUSG00000060147	ENSMUSG00000060147	Serpinb6a	13:33917917-34037147	mouse_13	mouse_14	OK	178.531	88.4198	-1.01373322845691	-3.18511	5e-05	0.000176968	yes	down
ENSMUSG00000038155	ENSMUSG00000038155	Gstp2	19:4040284-4046023	mouse_13	mouse_14	OK	0.724266	0.523449	-0.468470669679194	-0.228018	0.65225	0.727737	no	-
ENSMUSG00000020544	ENSMUSG00000020544	Cox11	11:90638172-90688366	mouse_13	mouse_14	OK	3.35576	6.65999	0.988880471467851	0.907879	0.10995	0.176275	no	-
ENSMUSG00000020482	ENSMUSG00000020482	Ccdc117	11:5528886-5542187	mouse_13	mouse_14	OK	1.61326	2.35302	0.544534614870411	1.33677	0.02015	0.0410244	yes	-
ENSMUSG00000026705	ENSMUSG00000026705	Klhl20	1:161088374-161131511	mouse_13	mouse_14	OK	6.06541	8.45281	0.478825852106309	1.57676	0.0055	0.0129238	yes	-
ENSMUSG00000031232	ENSMUSG00000031232	Magt1	X:105968083-106011906	mouse_13	mouse_14	OK	33.9951	36.8327	0.115660343484069	0.37843	0.50555	0.598333	no	-
ENSMUSG00000031604	ENSMUSG00000031604	Msmo1	8:64718138-64733792	mouse_13	mouse_14	OK	65.9626	300.857	2.1893577534792	9.75005	5e-05	0.000176968	yes	up
ENSMUSG00000052751	ENSMUSG00000052751	Repin1	6:48589444-48623227	mouse_13	mouse_14	OK	4.85444	9.80153	1.01370209035064	2.56987	5e-05	0.000176968	yes	up
ENSMUSG00000116275	ENSMUSG00000116275	Zc3h11a	1:133619861-133661380	mouse_13	mouse_14	OK	6.8029	12.9396	0.927571232875735	2.19331	0.00065	0.00188837	yes	-
ENSMUSG00000032599	ENSMUSG00000032599	Ip6k2	9:108783795-108806337	mouse_13	mouse_14	OK	6.89126	18.0852	1.39196985756448	2.94656	5e-05	0.000176968	yes	up
ENSMUSG00000027466	ENSMUSG00000027466	Rbck1	2:152316333-152332653	mouse_13	mouse_14	OK	70.85	43.7702	-0.694818877017625	-2.79057	5e-05	0.000176968	yes	-
ENSMUSG00000092283	ENSMUSG00000092283	Gm20412	2:158028496-158146436	mouse_13	mouse_14	OK	163.748	46.0316	-1.83078079104494	-2.52609	5e-05	0.000176968	yes	down
ENSMUSG00000105156	ENSMUSG00000105156	Gm9057	5:22550431-23275597	mouse_13	mouse_14	OK	0.369057	0.851667	1.20644579557803	0.636652	0.6086	0.690575	no	-
ENSMUSG00000027395	ENSMUSG00000027395	Polr1b	2:129100994-129126594	mouse_13	mouse_14	OK	9.90095	5.0094	-0.982929143759074	-2.77575	5e-05	0.000176968	yes	-
ENSMUSG00000052632	ENSMUSG00000052632	Asap2	12:20990458-21315056	mouse_13	mouse_14	OK	1.78592	1.30313	-0.454686442546312	-0.241247	0.72805	0.792023	no	-
